location,lat,lon,asl,variable,unit,level,timeResolution,aggregation,Value
Arunachal Pradesh_cropField#36,17.80417,60.61252,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Arunachal Pradesh_cropField#37,20.34792,69.27084,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Arunachal Pradesh_cropField#38,22.89167,77.92917,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.4
Arunachal Pradesh_cropField#39,25.43542,86.58960,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.8
Arunachal Pradesh_cropField#40,27.97917,95.24792,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.9
Arunachal Pradesh_cropField#41,2.15417,7.32501,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Arunachal Pradesh_cropField#42,4.30625,14.65001,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.2
Arunachal Pradesh_cropField#43,6.46042,21.97501,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.7
Arunachal Pradesh_cropField#44,8.61459,29.30002,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.4
Arunachal Pradesh_cropField#45,10.76875,36.62502,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.2
Arunachal Pradesh_cropField#46,12.92084,43.95001,,SOILGRIDS pH in H2O,pH,30 cm,static,none,8.2
Arunachal Pradesh_cropField#47,15.07500,51.27501,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Arunachal Pradesh_cropField#48,17.22917,58.60001,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Arunachal Pradesh_cropField#49,19.38334,65.92709,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Arunachal Pradesh_cropField#50,21.53542,73.25209,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.9
Arunachal Pradesh_cropField#51,23.68959,80.57709,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.8
Arunachal Pradesh_cropField#52,25.84376,87.90210,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.1
Arunachal Pradesh_cropField#53,27.99583,95.22711,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.7
Arunachal Pradesh_cropField#54,1.99584,6.80209,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Arunachal Pradesh_cropField#55,3.99167,13.60626,,SOILGRIDS pH in H2O,pH,30 cm,static,none,4.9
Arunachal Pradesh_cropField#56,5.98542,20.40834,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.9
Arunachal Pradesh_cropField#57,7.98125,27.21251,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.1
Arunachal Pradesh_cropField#58,9.97709,34.01459,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.9
Arunachal Pradesh_cropField#59,11.97292,40.81876,,SOILGRIDS pH in H2O,pH,30 cm,static,none,8.2
Arunachal Pradesh_cropField#60,13.96875,47.62085,,SOILGRIDS pH in H2O,pH,30 cm,static,none,8.2
Arunachal Pradesh_cropField#61,15.96458,54.42502,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Arunachal Pradesh_cropField#62,17.95834,61.22710,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Arunachal Pradesh_cropField#63,19.95417,68.02917,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Arunachal Pradesh_cropField#64,21.95000,74.83334,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.5
Arunachal Pradesh_cropField#65,23.94584,81.63544,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.6
Arunachal Pradesh_cropField#66,25.94167,88.43961,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.9
Arunachal Pradesh_cropField#67,27.93542,95.24167,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.8
Assam_cropField#0,0.84584,2.98126,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#1,1.69167,5.96043,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#2,2.53750,8.94168,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#3,3.38334,11.92084,,SOILGRIDS pH in H2O,pH,30 cm,static,none,4.9
Assam_cropField#4,4.22917,14.90210,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.2
Assam_cropField#5,5.07500,17.88335,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.6
Assam_cropField#6,5.92084,20.86250,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.9
Assam_cropField#7,6.76667,23.84377,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.7
Assam_cropField#8,7.61250,26.82501,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.8
Assam_cropField#9,8.45834,29.80418,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.6
Assam_cropField#10,9.30417,32.78543,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.9
Assam_cropField#11,10.14792,35.76668,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.7
Assam_cropField#12,10.99375,38.74585,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.4
Assam_cropField#13,11.83958,41.72710,,SOILGRIDS pH in H2O,pH,30 cm,static,none,8.2
Assam_cropField#14,12.68542,44.70834,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#15,13.53125,47.68752,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#16,14.37709,50.66876,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#17,15.22292,53.65001,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#18,16.06876,56.62918,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#19,16.91459,59.61043,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#20,17.76042,62.59167,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#21,18.60625,65.57085,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#22,19.45209,68.55209,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#23,20.29792,71.53334,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#24,21.14375,74.51251,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.6
Assam_cropField#25,21.98959,77.49377,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.5
Assam_cropField#26,22.83542,80.47501,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.2
Assam_cropField#27,23.68125,83.45419,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.1
Assam_cropField#28,24.52708,86.43542,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.3
Assam_cropField#29,25.37292,89.41669,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.1
Assam_cropField#30,26.21876,92.39584,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.4
Assam_cropField#31,1.13959,4.01668,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#32,2.27917,8.03127,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#33,3.41875,12.04793,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.1
Assam_cropField#34,4.55834,16.06252,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.4
Assam_cropField#35,5.70000,20.07918,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.8
Assam_cropField#36,6.83959,24.09584,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.1
Assam_cropField#37,7.97917,28.11043,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.0
Assam_cropField#38,9.11875,32.12709,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.6
Assam_cropField#39,10.25834,36.14377,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.6
Assam_cropField#40,11.39792,40.15834,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.9
Assam_cropField#41,12.53751,44.17502,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#42,13.67709,48.19168,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#43,14.81667,52.20627,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#44,15.95625,56.22293,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#45,17.09584,60.23959,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#46,18.23750,64.25626,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#47,19.37709,68.27084,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#48,20.51667,72.28751,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#49,21.65626,76.30417,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.6
Assam_cropField#50,22.79584,80.31876,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.1
Assam_cropField#51,23.93542,84.33542,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.4
Assam_cropField#52,25.07709,88.35001,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.9
Assam_cropField#53,26.21667,92.36667,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.4
Assam_cropField#54,1.77084,6.20001,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#55,3.54167,12.40001,,SOILGRIDS pH in H2O,pH,30 cm,static,none,4.9
Assam_cropField#56,5.31250,18.60001,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.9
Assam_cropField#57,7.08334,24.80002,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.9
Assam_cropField#58,8.85417,30.99792,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.8
Assam_cropField#59,10.62500,37.19792,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.1
Assam_cropField#60,12.39792,43.39793,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#61,14.16875,49.59793,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#62,15.93959,55.79793,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#63,17.71042,61.99792,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#64,19.48125,68.19585,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#65,21.25209,74.39584,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.8
Assam_cropField#66,23.02084,80.59586,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.3
Assam_cropField#67,24.79167,86.79584,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.0
Assam_cropField#68,26.56251,92.99585,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.0
Assam_cropField#69,2.06250,7.13751,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#70,4.12500,14.27501,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.2
Assam_cropField#71,6.18750,21.41043,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.8
Assam_cropField#72,8.25000,28.54793,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.0
Assam_cropField#73,10.31250,35.68542,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.4
Assam_cropField#74,12.37500,42.82292,,SOILGRIDS pH in H2O,pH,30 cm,static,none,8.2
Assam_cropField#75,14.43750,49.96043,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#76,16.50000,57.09793,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#77,18.56251,64.23543,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#78,20.62501,71.37292,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#79,22.68751,78.51044,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.2
Assam_cropField#80,24.75001,85.64792,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.1
Assam_cropField#81,26.81459,92.78543,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.1
Assam_cropField#82,1.06875,3.75418,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#83,2.13750,7.50626,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#84,3.20625,11.26042,,SOILGRIDS pH in H2O,pH,30 cm,static,none,4.8
Assam_cropField#85,4.27500,15.01459,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.4
Assam_cropField#86,5.34375,18.76668,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.6
Assam_cropField#87,6.41250,22.52084,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.7
Assam_cropField#88,7.48125,26.27501,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.0
Assam_cropField#89,8.55000,30.02917,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.5
Assam_cropField#90,9.61875,33.78334,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.7
Assam_cropField#91,10.68750,37.53751,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.6
Assam_cropField#92,11.75626,41.28960,,SOILGRIDS pH in H2O,pH,30 cm,static,none,8.4
Assam_cropField#93,12.82500,45.04376,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#94,13.89375,48.79793,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#95,14.96250,52.55209,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#96,16.03125,56.30626,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#97,17.10209,60.06042,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#98,18.17084,63.81252,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#99,19.23959,67.56668,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#100,20.30833,71.32085,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Assam_cropField#101,21.37709,75.07294,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.6
Assam_cropField#102,22.44584,78.82709,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.3
Assam_cropField#103,23.51459,82.58127,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.0
Assam_cropField#104,24.58334,86.33334,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.4
Assam_cropField#105,25.65208,90.08752,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.7
Assam_cropField#106,26.72084,93.84167,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.2
Bihar_cropField#0,4.17084,14.20001,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.2
Bihar_cropField#1,8.34375,28.40210,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.0
Bihar_cropField#2,12.51459,42.60210,,SOILGRIDS pH in H2O,pH,30 cm,static,none,8.2
Bihar_cropField#3,16.68542,56.80418,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Bihar_cropField#4,20.85834,71.00418,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.2
Bihar_cropField#5,25.02917,85.20627,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.0
Bihar_cropField#6,5.00625,17.03960,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.2
Bihar_cropField#7,10.01250,34.07918,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.7
Bihar_cropField#8,15.01875,51.11876,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Bihar_cropField#9,20.02500,68.15834,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Bihar_cropField#10,25.03126,85.19586,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.1
Bihar_cropField#11,2.81250,9.49585,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Bihar_cropField#12,5.62500,18.99168,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.7
Bihar_cropField#13,8.43750,28.48752,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.2
Bihar_cropField#14,11.25000,37.98334,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.6
Bihar_cropField#15,14.06250,47.47917,,SOILGRIDS pH in H2O,pH,30 cm,static,none,8.1
Bihar_cropField#16,16.87500,56.97501,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Bihar_cropField#17,19.68959,66.47084,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Bihar_cropField#18,22.50209,75.96667,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.8
Bihar_cropField#19,25.31459,85.46460,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Bihar_cropField#20,2.81250,9.50209,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Bihar_cropField#21,5.62709,19.00209,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.6
Bihar_cropField#22,8.43959,28.50418,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.1
Bihar_cropField#23,11.25209,38.00418,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.4
Bihar_cropField#24,14.06459,47.50626,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.9
Bihar_cropField#25,16.87709,57.00626,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Bihar_cropField#26,19.69167,66.50835,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Bihar_cropField#27,22.50417,76.00836,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.4
Bihar_cropField#28,25.31667,85.51044,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.4
Bihar_cropField#29,5.02292,17.11668,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.7
Bihar_cropField#30,10.04584,34.23543,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.1
Bihar_cropField#31,15.06876,51.35210,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Bihar_cropField#32,20.09167,68.46877,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Bihar_cropField#33,25.11459,85.58752,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.1
Chhattisgarh_cropField#0,4.28542,16.38751,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.5
Chhattisgarh_cropField#1,8.56876,32.77501,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.4
Chhattisgarh_cropField#2,12.85417,49.16251,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Chhattisgarh_cropField#3,17.13959,65.54793,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Chhattisgarh_cropField#4,21.42500,81.93542,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.0
Chhattisgarh_cropField#5,2.67709,10.23959,,SOILGRIDS pH in H2O,pH,30 cm,static,none,4.7
Chhattisgarh_cropField#6,5.35417,20.48126,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.6
Chhattisgarh_cropField#7,8.02917,30.72084,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.4
Chhattisgarh_cropField#8,10.70625,40.96251,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.9
Chhattisgarh_cropField#9,13.38334,51.20210,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Chhattisgarh_cropField#10,16.06042,61.44168,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Chhattisgarh_cropField#11,18.73750,71.68335,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Chhattisgarh_cropField#12,21.41251,81.92294,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.1
Chhattisgarh_cropField#13,2.69167,10.22710,,SOILGRIDS pH in H2O,pH,30 cm,static,none,4.8
Chhattisgarh_cropField#14,5.38125,20.45418,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.8
Chhattisgarh_cropField#15,8.07292,30.68126,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Chhattisgarh_cropField#16,10.76250,40.90834,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.9
Chhattisgarh_cropField#17,13.45417,51.13542,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Chhattisgarh_cropField#18,16.14584,61.36252,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Chhattisgarh_cropField#19,18.83542,71.58960,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Chhattisgarh_cropField#20,21.52708,81.81668,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.3
Chhattisgarh_cropField#21,3.58959,13.63959,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.0
Chhattisgarh_cropField#22,7.17917,27.28127,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.1
Chhattisgarh_cropField#23,10.76875,40.92084,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.8
Chhattisgarh_cropField#24,14.35834,54.56042,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Chhattisgarh_cropField#25,17.94792,68.20210,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Chhattisgarh_cropField#26,21.53751,81.84167,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.3
Chhattisgarh_cropField#27,2.70000,10.25002,,SOILGRIDS pH in H2O,pH,30 cm,static,none,4.8
Chhattisgarh_cropField#28,5.39792,20.49792,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.6
Chhattisgarh_cropField#29,8.09792,30.74792,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.5
Chhattisgarh_cropField#30,10.79584,40.99792,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.9
Chhattisgarh_cropField#31,13.49583,51.24792,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Chhattisgarh_cropField#32,16.19376,61.49792,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Chhattisgarh_cropField#33,18.89375,71.74585,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Chhattisgarh_cropField#34,21.59376,81.99585,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.9
Goa_cropField#0,3.08542,14.78751,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.2
Goa_cropField#1,6.17292,29.57709,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.0
Goa_cropField#2,9.25834,44.36459,,SOILGRIDS pH in H2O,pH,30 cm,static,none,8.2
Goa_cropField#3,12.34375,59.15210,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Goa_cropField#4,15.43125,73.94168,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.9
Goa_cropField#5,3.09167,14.77710,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.3
Goa_cropField#6,6.18334,29.55209,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.1
Goa_cropField#7,9.27292,44.32918,,SOILGRIDS pH in H2O,pH,30 cm,static,none,8.2
Goa_cropField#8,12.36459,59.10417,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Goa_cropField#9,15.45625,73.88126,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.1
Goa_cropField#10,2.55625,12.36043,,SOILGRIDS pH in H2O,pH,30 cm,static,none,4.8
Goa_cropField#11,5.11250,24.72293,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.8
Goa_cropField#12,7.66667,37.08334,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.0
Goa_cropField#13,10.22292,49.44585,,SOILGRIDS pH in H2O,pH,30 cm,static,none,8.0
Goa_cropField#14,12.77917,61.80626,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Goa_cropField#15,15.33542,74.16669,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.7
Goa_cropField#16,3.03959,14.80835,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.2
Goa_cropField#17,6.07709,29.61876,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.0
Goa_cropField#18,9.11667,44.42709,,SOILGRIDS pH in H2O,pH,30 cm,static,none,8.3
Goa_cropField#19,12.15625,59.23543,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Goa_cropField#20,15.19376,74.04376,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.2
Goa_cropField#21,2.17292,10.57918,,SOILGRIDS pH in H2O,pH,30 cm,static,none,4.6
Goa_cropField#22,4.34375,21.15627,,SOILGRIDS pH in H2O,pH,30 cm,static,none,5.8
Goa_cropField#23,6.51667,31.73543,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.2
Goa_cropField#24,8.68750,42.31252,,SOILGRIDS pH in H2O,pH,30 cm,static,none,7.6
Goa_cropField#25,10.86042,52.89168,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Goa_cropField#26,13.03334,63.47084,,SOILGRIDS pH in H2O,pH,30 cm,static,none,
Goa_cropField#27,15.20417,74.04793,,SOILGRIDS pH in H2O,pH,30 cm,static,none,6.3